	fasta	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_id	cazy_hits	heme_regulatory_motif_count
MAG1_MAG1_225_9	MAG1	C	K03406	methyl-accepting chemotaxis protein	MER0501642	M23B	MER0501642 - subfamily M23B unassigned peptidases (Clostridium saccharobutylicum) [M23.UPB]#M23B#{peptidase unit: 361-556}~source YP_008673405~	False	0.304	90.0	9.231e-17	Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.24]; Cache domain [PF02743.21]; HAMP domain [PF00672.28]; Cache 3/Cache 2 fusion domain [PF17201.7]			0
MAG1_MAG1_225_85	MAG1	C	K16789	thiamine transporter								Thiamine transporter protein (Thia_YuaJ) [PF09515.13]			0
MAG1_MAG1_225_84	MAG1	C	K07192	flotillin	MER0806727	I87	MER0806727 - family I87 unassigned peptidase inhibitors (Solibacter usitatus) [I87.UPW]#I87#{inhibitor unit: 17-243}~source Q01XT5~	False	0.444	151.0	5.55e-37	Flotillin [PF15975.8]; SPFH domain / Band 7 family [PF01145.28]			0
MAG1_MAG1_225_8	MAG1	C	K03406	methyl-accepting chemotaxis protein	MER0501642	M23B	MER0501642 - subfamily M23B unassigned peptidases (Clostridium saccharobutylicum) [M23.UPB]#M23B#{peptidase unit: 361-556}~source YP_008673405~	False	0.326	101.0	3.6460000000000005e-20	Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.24]; Cache domain [PF02743.21]; HAMP domain [PF00672.28]; Cache 3/Cache 2 fusion domain [PF17201.7]			0
MAG1_MAG1_225_79	MAG1	C	K11440	choline dehydrogenase [EC:1.1.1.1]								Iron-containing alcohol dehydrogenase [PF00465.22]; Iron-containing alcohol dehydrogenase [PF13685.9]			0
MAG1_MAG1_225_78	MAG1	C	K00130	betaine-aldehyde dehydrogenase [EC:1.2.1.8]								Aldehyde dehydrogenase family [PF00171.25]			0
MAG1_MAG1_225_77	MAG1	C	K22109	HTH-type transcriptional regulator, glycine betaine synthesis regulator											0
MAG1_MAG1_225_75	MAG1	C	K03499	trk/ktr system potassium uptake protein								TrkA-N domain [PF02254.21]; TrkA-C domain [PF02080.24]			0
MAG1_MAG1_225_74	MAG1	C	K02395	peptidoglycan hydrolase FlgJ								Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.23]; GW (Gly-Tryp) dipeptide domain [PF13457.9]	GH73	GH73 lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-)	0
MAG1_MAG1_228_4	MAG1	C	K20201	protein arginine phosphatase [EC:3.9.1.2]								Low molecular weight phosphotyrosine protein phosphatase [PF01451.24]			0
MAG1_MAG1_243_9	MAG1	C	K02871	large subunit ribosomal protein L13								Ribosomal protein L13 [PF00572.21]			0
MAG1_MAG1_244_4	MAG1	C	K16216	benzil reductase ((S)-benzoin forming) [EC:1.1.1.320]								short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]; NAD dependent epimerase/dehydratase family [PF01370.24]			0
MAG1_MAG1_245_2	MAG1	C	K03555	DNA mismatch repair protein MutS								MutS domain V [PF00488.24]; MutS domain III [PF05192.21]; MutS domain I [PF01624.23]; MutS family domain IV [PF05190.21]			0
MAG1_MAG1_2_7	MAG1	C	K07219	putative molybdopterin biosynthesis protein								PBP superfamily domain [PF12727.10]; Helix-turn-helix domain [PF12728.10]			0
MAG1_MAG1_2_6	MAG1	C	K02020	molybdate transport system substrate-binding protein								Bacterial extracellular solute-binding protein [PF13531.9]; Bacterial extracellular solute-binding protein [PF13343.9]			0
MAG1_MAG1_2_5	MAG1	C	K02018	molybdate transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]			0
MAG1_MAG1_2_2	MAG1	C	K25144	linearmycin/streptolysin S transport system ATP-binding protein								ABC transporter [PF00005.30]; AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.9]; Domain of unknown function (DUF4162) [PF13732.9]			0
MAG1_MAG1_2_1	MAG1	C	K25143	linearmycin/streptolysin S transport system permease protein								ABC-2 family transporter protein [PF12698.10]			0
MAG1_MAG1_29_5	MAG1	C	K13853	3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]								DAHP synthetase I family [PF00793.23]; Chorismate mutase type II [PF01817.24]			0
MAG1_MAG1_28_3	MAG1	C	K24119	NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26]								AhpC/TSA family [PF00578.24]; SCO1/SenC [PF02630.17]			0
MAG1_MAG1_28_2	MAG1	C	K03387	NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Thioredoxin domain [PF13192.9]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]; Flavin-binding monooxygenase-like [PF00743.22]; FAD dependent oxidoreductase [PF12831.10]			0
MAG1_MAG1_27_9	MAG1	C	K05375	MbtH protein								MbtH-like protein [PF03621.16]			0
MAG1_MAG1_27_7	MAG1	C	K00259	alanine dehydrogenase [EC:1.4.1.1]								Alanine dehydrogenase/PNT, C-terminal domain [PF01262.24]; Alanine dehydrogenase/PNT, N-terminal domain [PF05222.18]; D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain [PF02826.22]			0
MAG1_MAG1_27_6	MAG1	C	K23253	PucR family transcriptional regulator, proline-responsive transcriptional activator								CodY GAF-like domain [PF06018.17]; PucR C-terminal helix-turn-helix domain [PF13556.9]; GGDEF-like domain [PF17853.4]			0
MAG1_MAG1_27_5	MAG1	C	K14956	6 kDa early secretory antigenic target								Proteins of 100 residues with WXG [PF06013.15]			0
MAG1_MAG1_27_44	MAG1	C	K00872	homoserine kinase [EC:2.7.1.39]								GHMP kinases N terminal domain [PF00288.29]			0
MAG1_MAG1_27_42	MAG1	C	K01303	acylaminoacyl-peptidase [EC:3.4.19.1]	MER0991328	S09C	MER0991328 - subfamily S9C unassigned peptidases (Bacillus subtilis) [S09.UPC]#S09C#{peptidase unit: 414-653}~source A0A0A0TY38~	True	0.994	506.0	1.148e-157	Prolyl oligopeptidase family [PF00326.24]; Acetyl xylan esterase (AXE1) [PF05448.15]; Dienelactone hydrolase family [PF01738.21]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.21]; BD-FAE [PF20434.1]; Dipeptidyl peptidase IV (DPP IV) N-terminal region [PF00930.24]; Esterase PHB depolymerase [PF10503.12]; Oligogalacturonate lyase [PF14583.9]; alpha/beta hydrolase fold [PF00561.23]; Esterase FrsA-like [PF06500.14]; Abhydrolase family [PF12715.10]			0
MAG1_MAG1_27_41	MAG1	C	K19168	toxin CptA								NifU-like domain [PF01106.20]			0
MAG1_MAG1_27_39	MAG1	C	K03885	NADH:ubiquinone reductase (H+-translocating) [EC:7.1.1.2]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]			0
MAG1_MAG1_27_37	MAG1	C	K03317	concentrative nucleoside transporter, CNT family								Na+ dependent nucleoside transporter C-terminus [PF07662.16]; Na+ dependent nucleoside transporter N-terminus [PF01773.23]			0
MAG1_MAG1_27_36	MAG1	C	K01778	diaminopimelate epimerase [EC:5.1.1.7]								Diaminopimelate epimerase [PF01678.22]			0
MAG1_MAG1_27_35	MAG1	C	K13628	iron-sulfur cluster assembly protein								Iron-sulphur cluster biosynthesis [PF01521.23]			0
MAG1_MAG1_27_34	MAG1	C	K14189	uncharacterized oxidoreductase [EC:1.-.-.-]								short chain dehydrogenase [PF00106.28]; Enoyl-(Acyl carrier protein) reductase [PF13561.9]; KR domain [PF08659.13]			0
MAG1_MAG1_27_28	MAG1	C	K06384	stage II sporulation protein M								Stage II sporulation protein M [PF01944.20]			0
MAG1_MAG1_27_26	MAG1	C	K00364	GMP reductase [EC:1.7.1.7]								IMP dehydrogenase / GMP reductase domain [PF00478.28]; FMN-dependent dehydrogenase [PF01070.21]; Thiamine monophosphate synthase [PF02581.20]			0
MAG1_MAG1_27_24	MAG1	C	K21567	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Flavin-binding monooxygenase-like [PF00743.22]; L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase [PF13434.9]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]; HI0933-like protein [PF03486.17]			0
MAG1_MAG1_27_23	MAG1	C	K03885	NADH:ubiquinone reductase (H+-translocating) [EC:7.1.1.2]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]			0
MAG1_MAG1_27_20	MAG1	C	K09775	uncharacterized protein								Divergent PAP2 family [PF02681.17]			0
MAG1_MAG1_27_2	MAG1	C	K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family								FtsK/SpoIIIE family [PF01580.21]; DNA transporter [PF12538.11]			0
MAG1_MAG1_27_19	MAG1	C	K01255	leucyl aminopeptidase [EC:3.4.11.1]	MER0397416	M17	MER0397416 - family M17 unassigned peptidases (Bacillus sp. 916) [M17.UPW]#M17#{peptidase unit: 12-495}~source ZP_10385380~	True	0.934	949.0	8.428e-311	Cytosol aminopeptidase family, catalytic domain [PF00883.24]; Cytosol aminopeptidase family, N-terminal domain [PF02789.20]			0
MAG1_MAG1_30_10	MAG1	C	K03698	3'-5' exoribonuclease [EC:3.1.-.-]								HD domain [PF01966.25]			0
MAG1_MAG1_30_12	MAG1	C	K07533	foldase protein PrsA [EC:5.2.1.8]								PPIC-type PPIASE domain [PF13616.9]; PPIC-type PPIASE domain [PF00639.24]; PPIC-type PPIASE domain [PF13145.9]			0
MAG1_MAG1_30_15	MAG1	C	K09682	MarR family transcriptional regulator, protease production regulatory protein HPr								Winged helix DNA-binding domain [PF13463.9]; MarR family [PF01047.25]			0
MAG1_MAG1_30_18	MAG1	C	K00831	phosphoserine aminotransferase [EC:2.6.1.52]								Aminotransferase class-V [PF00266.22]			0
MAG1_MAG1_32_4	MAG1	C	K01069	hydroxyacylglutathione hydrolase [EC:3.1.2.6]								Metallo-beta-lactamase superfamily [PF00753.30]; Beta-lactamase superfamily domain [PF12706.10]			0
MAG1_MAG1_31_5	MAG1	C	K18682	ribonucrease Y [EC:3.1.-.-]								RNase Y N-terminal region [PF12072.11]; HD domain [PF01966.25]			0
MAG1_MAG1_31_4	MAG1	C	K09769	2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]								YmdB-like protein [PF13277.9]			0
MAG1_MAG1_31_3	MAG1	C	K06416	stage V sporulation protein S								Stage V sporulation protein S (SpoVS) [PF04232.15]			0
MAG1_MAG1_31_2	MAG1	C	K00060	threonine 3-dehydrogenase [EC:1.1.1.103]								Alcohol dehydrogenase GroES-like domain [PF08240.15]; Zinc-binding dehydrogenase [PF00107.29]; Glucose dehydrogenase C-terminus [PF16912.8]; Zinc-binding dehydrogenase [PF13602.9]			0
MAG1_MAG1_30_8	MAG1	C	K03547	DNA repair protein SbcD/Mre11								Calcineurin-like phosphoesterase [PF00149.31]; Calcineurin-like phosphoesterase superfamily domain [PF12850.10]			0
MAG1_MAG1_30_7	MAG1	C	K01992	ABC-2 type transport system permease protein											0
MAG1_MAG1_30_6	MAG1	C	K01990	ABC-2 type transport system ATP-binding protein								ABC transporter [PF00005.30]; Domain of unknown function (DUF4162) [PF13732.9]			0
MAG1_MAG1_30_44	MAG1	C	K15640	uncharacterized phosphatase								Histidine phosphatase superfamily (branch 1) [PF00300.25]			0
MAG1_MAG1_30_42	MAG1	C	K01342	subtilisin [EC:3.4.21.62]	MER0053809	S08A	MER0053809 - subtilisin BPN' (Bacillus sp.) [S08.034]#S08A#{peptidase unit: 1-275}~source AAC01168~	True	0.922	533.0	8.577e-169	Subtilase family [PF00082.25]			0
MAG1_MAG1_30_41	MAG1	C	K06013	STE24 endopeptidase [EC:3.4.24.84]	MER0884303	M48A	MER0884303 - subfamily M48A unassigned peptidases (Bacillus subtilis) [M48.UPA]#M48A#{peptidase unit: 143-413}~source A0A0A0TNM4~	True	0.966	553.0	4.115e-175	CAAX prenyl protease N-terminal, five membrane helices [PF16491.8]; Peptidase family M48 [PF01435.21]			0
MAG1_MAG1_30_39	MAG1	C	K00666	fatty-acyl-CoA synthase [EC:6.2.1.-]								AMP-binding enzyme [PF00501.31]; AMP-binding enzyme C-terminal domain [PF13193.9]			0
MAG1_MAG1_30_37	MAG1	C	K03800	lipoate---protein ligase [EC:6.3.1.20]								Bacterial lipoate protein ligase C-terminus [PF10437.12]; Biotin/lipoate A/B protein ligase family [PF03099.22]			0
MAG1_MAG1_27_18	MAG1	C	K07084	putative amino acid transporter								Na+-H+ antiporter family [PF13726.9]; Na+/H+ antiporter family [PF03553.17]			0
MAG1_MAG1_30_36	MAG1	C	K00784	ribonuclease Z [EC:3.1.26.11]								Beta-lactamase superfamily domain [PF12706.10]; Metallo-beta-lactamase superfamily [PF00753.30]			0
MAG1_MAG1_30_34	MAG1	C	K01269	aminopeptidase [EC:3.4.11.-]	MER0879105	M42	MER0879105 - family M42 unassigned peptidases (Bacillus subtilis) [M42.UPW]#M42#{peptidase unit: 8-344}~source A0A0A0TT72~	True	0.968	689.0	1.145e-223	M42 glutamyl aminopeptidase [PF05343.17]			0
MAG1_MAG1_30_32	MAG1	C	K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]								3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal [PF08541.13]; 3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III [PF08545.13]; Hydroxymethylglutaryl-coenzyme A synthase N terminal [PF01154.20]; Chalcone and stilbene synthases, C-terminal domain [PF02797.18]			0
MAG1_MAG1_30_31	MAG1	C	K01421	putative membrane protein								ABC-2 family transporter protein [PF12698.10]; Protein of unknown function (DUF3533) [PF12051.11]			0
MAG1_MAG1_30_29	MAG1	C	K00231	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]								Flavin containing amine oxidoreductase [PF01593.27]; NAD(P)-binding Rossmann-like domain [PF13450.9]; MCRA family [PF06100.14]			0
MAG1_MAG1_30_28	MAG1	C	K01772	protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]								Ferrochelatase [PF00762.22]			0
MAG1_MAG1_30_27	MAG1	C	K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]								Uroporphyrinogen decarboxylase (URO-D) [PF01208.20]			0
MAG1_MAG1_30_26	MAG1	C	K12555	penicillin-binding protein 2A [EC:2.4.1.129 3.4.16.4]								Transglycosylase [PF00912.25]; Penicillin binding protein transpeptidase domain [PF00905.25]	GT51	GT51 murein polymerase (EC 2.4.1.129).	0
MAG1_MAG1_30_23	MAG1	C	K01436	amidohydrolase [EC:3.5.1.-]	MER0850890	M20D	MER0850890 - family M20D unassigned peptidases (Bacillus subtilis) [M20.UPD]#M20D#{peptidase unit: 18-393}~source A0A0A0TT59~	True	0.968	768.0	3.5199999999999994e-250	Peptidase family M20/M25/M40 [PF01546.31]; Peptidase dimerisation domain [PF07687.17]			0
MAG1_MAG1_30_22	MAG1	C	K25159	protein EcsC								EcsC protein family [PF12787.10]			0
MAG1_MAG1_30_21	MAG1	C	K25157	ABC-2 type transport system permease protein								Bacterial ABC transporter protein EcsB [PF05975.15]			0
MAG1_MAG1_30_20	MAG1	C	K25158	ABC-2 type transport system ATP-binding protein								ABC transporter [PF00005.30]			0
MAG1_MAG1_30_2	MAG1	C	K07228	TrkA domain protein								TrkA-C domain [PF02080.24]			0
MAG1_MAG1_30_19	MAG1	C	K02503	histidine triad (HIT) family protein								HIT domain [PF01230.26]; Scavenger mRNA decapping enzyme C-term binding [PF11969.11]			0
MAG1_MAG1_30_35	MAG1	C	K11102	proton glutamate symport protein								Sodium:dicarboxylate symporter family [PF00375.21]			0
MAG1_MAG1_220_7	MAG1	C	K01424	L-asparaginase [EC:3.5.1.1]								Asparaginase, N-terminal [PF00710.23]; Glutaminase/Asparaginase C-terminal domain [PF17763.4]			0
MAG1_MAG1_27_17	MAG1	C	K03523	biotin transport system substrate-specific component								BioY family [PF02632.17]			0
MAG1_MAG1_27_14	MAG1	C	K00216	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]								Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28]; KR domain [PF08659.13]			0
MAG1_MAG1_250_43	MAG1	C	K24072	positive control factor								Sigma-70, region 4 [PF08281.15]; Sigma-70, region 4 [PF04545.19]			0
MAG1_MAG1_250_4	MAG1	C	K03969	phage shock protein A								PspA/IM30 family [PF04012.15]			0
MAG1_MAG1_250_37	MAG1	C	K06909	phage terminase large subunit								Phage terminase large subunit [PF04466.16]; Terminase RNAseH like domain [PF17288.5]			0
MAG1_MAG1_250_2	MAG1	C	K06872	uncharacterized protein								TPM domain [PF04536.17]			0
MAG1_MAG1_250_15	MAG1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	MER0140977	M15C	MER0140977 - Ply500 L-Ala-D-Glu peptidase (Listeria monocytogenes) [M15.021]#M15C#{peptidase unit: 82-308}~source ACK40886~	False	0.609	108.0	6.294e-24	N-acetylmuramoyl-L-alanine amidase [PF01510.28]; Putative peptidoglycan binding domain [PF01471.21]; LysM domain [PF01476.23]			0
MAG1_MAG1_24_4	MAG1	C	K02529	LacI family transcriptional regulator								Periplasmic binding proteins and sugar binding domain of LacI family [PF00532.24]; Periplasmic binding protein-like domain [PF13377.9]; Periplasmic binding protein domain [PF13407.9]; Bacterial regulatory proteins, lacI family [PF00356.24]			0
MAG1_MAG1_24_3	MAG1	C	K16043	scyllo-inositol 2-dehydrogenase (NAD+) [EC:1.1.1.370]								Oxidoreductase family, C-terminal alpha/beta domain [PF02894.20]; Oxidoreductase family, NAD-binding Rossmann fold [PF01408.25]	GH109	GH109 alpha-N-acetylgalactosaminidase (EC 3.2.1.49); beta-N-acetylhexosaminidase (EC 3.2.1.52)	0
MAG1_MAG1_249_3	MAG1	C	K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]								RNA pseudouridylate synthase [PF00849.25]			0
MAG1_MAG1_249_2	MAG1	C	K07284	sortase A [EC:3.4.22.70]	MER0237968	C60A	MER0237968 - sortase yhcS ({Escherichia coli}) (Bacillus amyloliquefaciens) [C60.008]#C60A#{peptidase unit: 5-198}~source YP_003919612~	True	0.964	396.0	5.772999999999998e-125	Sortase domain [PF04203.16]			0
MAG1_MAG1_248_9	MAG1	C	K07584	uncharacterized protein	MER0079533	C108	MER0079533 - Prp peptidase ({Staphylococcus aureus}) (Bacillus subtilis) [C108.001]#C108#{peptidase unit: 1-104}~source AIW34609~	False	0.954	211.0	1.434e-62	Cysteine protease Prp [PF04327.15]			0
MAG1_MAG1_248_8	MAG1	C	K02899	large subunit ribosomal protein L27								Ribosomal L27 protein [PF01016.22]			0
MAG1_MAG1_248_7	MAG1	C	K06375	stage 0 sporulation protein B (sporulation initiation phosphotransferase) [EC:2.7.-.-]								Sporulation initiation phospho-transferase B, C-terminal [PF14682.9]; Sensor_kinase_SpoOB-type, alpha-helical domain [PF14689.9]			0
MAG1_MAG1_248_6	MAG1	C	K03979	GTPase [EC:3.6.5.-]								GTP1/OBG [PF01018.25]; Domain of unknown function (DUF1967) [PF09269.14]; 50S ribosome-binding GTPase [PF01926.26]; Ferrous iron transport protein B [PF02421.21]; ADP-ribosylation factor family [PF00025.24]; GTPase of unknown function C-terminal [PF08438.13]			0
MAG1_MAG1_248_5	MAG1	C	K06209	chorismate mutase [EC:5.4.99.5]											0
MAG1_MAG1_248_4	MAG1	C	K04518	prephenate dehydratase [EC:4.2.1.51]								Prephenate dehydratase [PF00800.21]			0
MAG1_MAG1_248_3	MAG1	C	K07105	uncharacterized protein								3H domain [PF02829.17]			0
MAG1_MAG1_248_2	MAG1	C	K04487	cysteine desulfurase [EC:2.8.1.7]								Aminotransferase class-V [PF00266.22]; Pyridoxal-dependent decarboxylase conserved domain [PF00282.22]			0
MAG1_MAG1_247_7	MAG1	C	K09190	uncharacterized protein								YqcI/YcgG family [PF08892.14]			0
MAG1_MAG1_247_5	MAG1	C	K09967	uncharacterized protein								Domain of unknown function (DUF1989) [PF09347.13]			0
MAG1_MAG1_247_4	MAG1	C	K01916	NAD+ synthase [EC:6.3.1.5]								NAD synthase [PF02540.20]			0
MAG1_MAG1_246_6	MAG1	C	K06384	stage II sporulation protein M								Stage II sporulation protein M [PF01944.20]			0
MAG1_MAG1_246_5	MAG1	C	K03711	Fur family transcriptional regulator, ferric uptake regulator								Ferric uptake regulator family [PF01475.22]			0
MAG1_MAG1_246_3	MAG1	C	K04763	integrase/recombinase XerD								Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF02899.20]; Phage integrase, N-terminal SAM-like domain [PF13495.9]			0
MAG1_MAG1_246_2	MAG1	C	K01839	phosphopentomutase [EC:5.4.2.7]								Metalloenzyme superfamily [PF01676.21]			0
MAG1_MAG1_246_1	MAG1	C	K03783	purine-nucleoside phosphorylase [EC:2.4.2.1]								Phosphorylase superfamily [PF01048.23]			0
MAG1_MAG1_245_5	MAG1	C	K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]								Uncharacterized protein family UPF0004 [PF00919.23]; Radical SAM superfamily [PF04055.24]; TRAM domain [PF01938.23]			0
MAG1_MAG1_245_3	MAG1	C	K06328	spore coat protein E								Outer spore coat protein E (CotE) [PF10628.12]			0
MAG1_MAG1_250_56	MAG1	C	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]								C-5 cytosine-specific DNA methylase [PF00145.20]			0
MAG1_MAG1_250_6	MAG1	C	K00847	fructokinase [EC:2.7.1.4]								pfkB family carbohydrate kinase [PF00294.27]			0
MAG1_MAG1_250_64	MAG1	C	K02315	DNA replication protein DnaC								IstB-like ATP binding protein [PF01695.20]; Bacterial dnaA  protein [PF00308.21]			0
MAG1_MAG1_250_65	MAG1	C	K07455	recombination protein RecT								RecT family [PF03837.17]			0
MAG1_MAG1_27_13	MAG1	C	K02361	isochorismate synthase [EC:5.4.4.2]	MER0491788	C26	MER0491788 - family C26 unassigned peptidases (Halogranum salarium) [C26.UPW]#C26#{peptidase unit: 360-446}~source WP_009374489~	False	0.486	76.0	3.811e-13	chorismate binding enzyme [PF00425.21]			0
